product_id,product_name,category,brand,price_1_month_ago,price_1_week_ago,original_price,discounted_price,discount_percentage,competitor_price,rating,num_reviews,stock_left,is_flash_sale,is_fake_discount
P04195,iPhone 13,Electronics,Apple,56439.0,56311.0,62864,55189,12.21,51893.0,3.2,29.0,143.0,0,0
P04196,iPhone 13,Electronics,Apple,61205.0,58528.0,71578,56984,20.39,56339.0,3.5,229.0,65.0,0,0
P04197,HP Pavilion Laptop,Electronics,HP,86822.0,79637.0,92185,69621,24.48,67429.0,3.4,1634.0,39.0,1,1
P04198,Ikea Wooden Dining Table,Furniture,Ikea,24789.0,27100.0,30479,25666,15.79,24490.0,4.6,589.0,10.0,1,1
P04199,Adidas Sneakers,Fashion,Adidas,8482.0,9966.0,9500,7680,19.16,8087.0,4.5,5800.0,211.0,1,0
P04200,HP Pavilion Laptop,Electronics,HP,55276.0,50968.0,62893,51833,17.59,51621.0,4.9,367.0,57.0,0,0
P04201,Whirlpool Washing Machine,Appliances,Whirlpool,38013.0,37107.0,43269,38159,11.81,36089.0,4.0,,,0,0
P04202,Ikea Wooden Dining Table,Furniture,Ikea,22473.0,24177.0,27622,23090,16.41,24681.0,2.9,3922.0,179.0,0,0
P04203,Nike Running Shoes,Fashion,Nike,2472.0,2858.0,3200,2513,21.47,2681.0,4.8,4146.0,87.0,1,0
P04204,Ikea Wooden Dining Table,Furniture,Ikea,21241.0,20381.0,24206,19227,20.57,18768.0,4.6,2350.0,147.0,0,0
P04205,Whirlpool Washing Machine,Appliances,Whirlpool,18685.0,18718.0,21969,18732,14.73,17571.0,4.7,473.0,233.0,0,0
P04206,Ikea Wooden Dining Table,Furniture,Ikea,29673.0,31475.0,37800,31783,15.92,29718.0,4.9,2682.0,127.0,0,0
P04207,Boat Smart Watch,Electronics,Boat,2039.0,2114.0,2637,2085,20.93,2281.0,4.1,2172.0,108.0,0,0
P04208,Boat Smart Watch,Electronics,Boat,9326.0,8732.0,9507,7760,18.38,7791.0,3.2,2842.0,30.0,1,0
P04209,LG Refrigerator,Appliances,LG,28573.0,27895.0,32790,22735,30.66,21525.0,4.5,4387.0,2.0,1,1
P04210,Samsung TV 55 inch,Electronics,Samsung,84081.0,81790.0,81602,63825,21.79,62317.0,4.5,2461.0,123.0,1,1
P04211,Whirlpool Washing Machine,Appliances,Whirlpool,35338.0,34987.0,38443,34791,9.5,33788.0,4.9,2070.0,208.0,0,0
P04212,Samsung Galaxy S23,Electronics,Samsung,57507.0,54962.0,64080,56825,11.32,57512.0,3.1,6017.0,168.0,0,0
P04213,Godrej Office Chair,Furniture,Godrej,3829.0,4262.0,4785,3781,20.98,3886.0,3.3,2239.0,183.0,1,0
P04214,Boat Smart Watch,Electronics,Boat,6374.0,6800.0,7901,6688,15.35,6898.0,3.7,1935.0,242.0,0,0
P04215,Godrej Office Chair,Furniture,Godrej,14739.0,14215.0,16605,14085,15.18,15485.0,4.1,2484.0,82.0,0,1
P04216,Samsung Galaxy S23,Electronics,Samsung,90203.0,82294.0,107842,74818,30.62,80006.0,4.5,979.0,103.0,1,0
P04217,Adidas Sneakers,Fashion,Adidas,8231.0,7311.0,8019,7178,10.49,7828.0,3.1,1288.0,17.0,0,0
P04218,Nike Running Shoes,Fashion,Nike,5936.0,5238.0,6188,5660,8.53,5546.0,4.5,1562.0,223.0,0,0
P04219,Ikea Wooden Dining Table,Furniture,Ikea,,34619.0,45270,35758,21.01,37573.0,4.5,3985.0,137.0,0,0
P04220,LG Refrigerator,Appliances,LG,56501.0,53151.0,68599,54555,20.47,51356.0,3.1,2994.0,87.0,1,0
P04221,Samsung Galaxy S23,Electronics,Samsung,67790.0,85562.0,87476,70340,19.59,66890.0,4.3,2815.0,114.0,1,0
P04222,Dell Inspiron Laptop,Electronics,Dell,59270.0,52574.0,66829,59315,11.24,63194.0,4.6,2515.0,134.0,0,0
P04223,Dell Inspiron Laptop,Electronics,Dell,77559.0,83860.0,88135,71584,18.78,79843.0,3.1,6150.0,177.0,0,0
P04224,Puma Casual T-Shirt,Fashion,Puma,1589.0,1797.0,2263,1684,25.59,1853.0,4.5,4369.0,87.0,0,0
P04225,Boat Smart Watch,Electronics,Boat,6741.0,7553.0,7950,6009,24.42,5704.0,4.1,1237.0,62.0,1,0
P04226,LG Refrigerator,Appliances,LG,52678.0,52945.0,61635,51287,16.79,53793.0,2.9,6040.0,10.0,0,0
P04227,iPhone 13,Electronics,Apple,71143.0,66243.0,79847,67083,15.99,68428.0,4.3,1116.0,9.0,1,0
P04228,Dell Inspiron Laptop,Electronics,Dell,50752.0,51854.0,65286,52111,20.18,49650.0,3.8,5399.0,81.0,0,0
P04229,iPhone 13,Electronics,Apple,68765.0,68494.0,72019,54737,24.0,56077.0,4.6,1492.0,173.0,1,1
P04230,Puma Casual T-Shirt,Fashion,Puma,1873.0,1752.0,2010,1400,30.35,1522.0,3.8,306.0,107.0,1,1
P04231,Puma Casual T-Shirt,Fashion,Puma,2472.0,2208.0,2695,2428,9.91,2300.0,3.4,3492.0,212.0,0,1
P04232,iPhone 14,Electronics,Apple,64267.0,70336.0,83290,61064,26.69,57095.0,4.8,3984.0,69.0,0,0
P04233,Adidas Sneakers,Fashion,Adidas,4132.0,4653.0,6271,4882,22.15,4605.0,3.9,4707.0,2.0,0,0
P04234,Godrej Office Chair,Furniture,Godrej,11593.0,11829.0,14906,12175,18.32,11650.0,3.7,,202.0,0,1
P04235,Samsung TV 55 inch,Electronics,Samsung,86689.0,85832.0,104680,84119,19.64,80328.0,4.5,6355.0,233.0,0,0
P04236,Boat Smart Watch,Electronics,Boat,,4771.0,6366,5479,13.93,6052.0,4.3,2164.0,145.0,1,0
P04237,Nike Running Shoes,Fashion,Nike,5725.0,5983.0,6533,5846,10.52,6419.0,3.5,51.0,2.0,1,0
P04238,Adidas Sneakers,Fashion,Adidas,7311.0,6798.0,7485,6514,12.97,6635.0,4.3,,73.0,0,0
P04239,Samsung TV 55 inch,Electronics,Samsung,62014.0,58021.0,78676,62082,21.09,66885.0,,5006.0,196.0,0,0
P04240,Whirlpool Washing Machine,Appliances,Whirlpool,38430.0,42465.0,48357,39852,17.59,38860.0,3.6,4634.0,124.0,1,0
P04241,Godrej Office Chair,Furniture,Godrej,10206.0,9748.0,12563,10114,19.49,10398.0,4.8,3874.0,133.0,1,0
P04242,JBL Bluetooth Speaker,Electronics,JBL,4592.0,4518.0,4488,4078,9.14,4092.0,3.8,6276.0,79.0,0,0
P04243,JBL Bluetooth Speaker,Electronics,JBL,8757.0,10406.0,11731,9488,19.12,9236.0,3.9,823.0,132.0,0,0
P04244,LG Refrigerator,Appliances,LG,47973.0,45870.0,57414,46877,18.35,47032.0,3.1,3305.0,125.0,1,0
P04245,Voltas Air Conditioner,Appliances,Voltas,57130.0,59656.0,66371,57458,13.43,54316.0,3.5,1172.0,101.0,0,0
P04246,iPhone 13,Electronics,Apple,60433.0,53215.0,64954,52940,18.5,56747.0,4.9,4577.0,20.0,0,0
P04247,Voltas Air Conditioner,Appliances,Voltas,53814.0,50846.0,63062,52166,17.28,57988.0,4.0,1796.0,110.0,0,0
P04248,HP Pavilion Laptop,Electronics,HP,58788.0,64098.0,77057,61902,19.67,67561.0,4.3,4945.0,89.0,0,0
P04249,JBL Bluetooth Speaker,Electronics,JBL,14651.0,16929.0,17789,13939,21.64,12858.0,3.8,3894.0,217.0,1,1
P04250,Whirlpool Washing Machine,Appliances,Whirlpool,37854.0,33866.0,40065,33294,16.9,35176.0,3.1,6419.0,241.0,0,0
P04251,Nike Running Shoes,Fashion,Nike,4376.0,4325.0,5458,4652,14.77,4519.0,4.6,2575.0,84.0,0,0
P04252,Samsung TV 55 inch,Electronics,Samsung,75918.0,86350.0,107066,85649,20.0,84250.0,4.5,6047.0,198.0,0,0
P04253,iPhone 13,Electronics,Apple,48045.0,43502.0,59483,50837,14.54,49289.0,4.6,,14.0,1,0
P04254,Samsung Galaxy S23,Electronics,Samsung,73581.0,67870.0,81883,63313,22.68,61678.0,3.1,2250.0,232.0,1,0
P04255,HP Pavilion Laptop,Electronics,HP,59140.0,59458.0,67942,62303,8.3,59874.0,3.2,2136.0,224.0,0,0
P04256,JBL Bluetooth Speaker,Electronics,JBL,13421.0,11692.0,14054,10584,24.69,10996.0,4.6,121.0,61.0,0,1
P04257,HP Pavilion Laptop,Electronics,HP,68534.0,69593.0,90100,71329,20.83,71654.0,3.1,2621.0,28.0,0,1
P04258,HP Pavilion Laptop,Electronics,HP,64217.0,63473.0,69581,64140,7.82,65434.0,4.3,4032.0,202.0,0,0
P04259,Nike Running Shoes,Fashion,Nike,3385.0,3503.0,3862,3520,8.86,3455.0,4.9,3829.0,180.0,1,0
P04260,Ikea Wooden Dining Table,Furniture,Ikea,15269.0,14739.0,16754,13324,20.47,13338.0,4.7,1510.0,198.0,0,0
P04261,HP Pavilion Laptop,Electronics,HP,,65432.0,73258,63334,13.55,60740.0,4.4,397.0,63.0,0,0
P04262,Whirlpool Washing Machine,Appliances,Whirlpool,23511.0,22851.0,26985,23409,13.25,25641.0,3.5,4846.0,169.0,0,0
P04263,iPhone 14,Electronics,Apple,79669.0,86430.0,100581,77721,22.73,83611.0,4.8,1232.0,82.0,1,0
P04264,HP Pavilion Laptop,Electronics,HP,55343.0,54249.0,58431,52305,10.48,53703.0,3.9,3633.0,59.0,0,0
P04265,HP Pavilion Laptop,Electronics,HP,69891.0,68260.0,83712,66729,20.29,66904.0,4.4,4687.0,54.0,0,0
P04266,LG Refrigerator,Appliances,LG,40351.0,33272.0,48090,37815,21.37,35991.0,4.2,767.0,127.0,0,0
P04267,Godrej Office Chair,Furniture,Godrej,11633.0,12493.0,13891,12087,12.99,11836.0,3.6,,,0,0
P04268,Whirlpool Washing Machine,Appliances,Whirlpool,38584.0,38812.0,47551,38722,18.57,41250.0,4.9,1154.0,119.0,0,0
P04269,Puma Casual T-Shirt,Fashion,Puma,2312.0,2149.0,2424,2053,15.31,1905.0,2.8,6237.0,192.0,0,0
P04270,LG Refrigerator,Appliances,LG,59506.0,60218.0,66148,57990,12.33,64934.0,3.1,699.0,133.0,0,0
P04271,iPhone 13,Electronics,Apple,41299.0,43025.0,65045,51570,20.72,49524.0,4.3,5798.0,39.0,1,0
P04272,Godrej Office Chair,Furniture,Godrej,13980.0,13758.0,15211,13107,13.83,14248.0,4.6,6069.0,186.0,0,0
P04273,iPhone 14,Electronics,Apple,65656.0,66162.0,88061,61866,29.75,62969.0,3.3,1589.0,0.0,1,0
P04274,Dell Inspiron Laptop,Electronics,Dell,61316.0,68808.0,79935,63424,20.66,65463.0,3.6,4986.0,3.0,1,0
P04275,Whirlpool Washing Machine,Appliances,Whirlpool,27079.0,30481.0,39005,33338,14.53,34293.0,4.1,,174.0,0,0
P04276,Ikea Wooden Dining Table,Furniture,Ikea,22071.0,21952.0,24208,22089,8.75,24479.0,3.8,,149.0,0,0
P04277,Boat Smart Watch,Electronics,Boat,8754.0,8364.0,9899,8254,16.62,8122.0,4.7,4435.0,190.0,0,0
P04278,Nike Running Shoes,Fashion,Nike,5872.0,5655.0,6323,5466,13.55,5496.0,4.5,4529.0,50.0,0,0
P04279,JBL Bluetooth Speaker,Electronics,JBL,8572.0,9687.0,8822,7460,15.44,7703.0,,1037.0,,1,0
P04280,Nike Running Shoes,Fashion,Nike,4098.0,4856.0,4672,4034,13.66,3891.0,4.6,1948.0,229.0,0,0
P04281,JBL Bluetooth Speaker,Electronics,JBL,8670.0,8626.0,9881,8765,11.29,8608.0,4.0,1861.0,183.0,0,0
P04282,JBL Bluetooth Speaker,Electronics,JBL,5385.0,5720.0,6659,5776,13.26,6306.0,3.8,3705.0,53.0,0,0
P04283,Voltas Air Conditioner,Appliances,Voltas,54649.0,54298.0,68122,53230,21.86,59580.0,3.7,6035.0,241.0,0,0
P04284,Boat Smart Watch,Electronics,Boat,3710.0,3530.0,4472,3675,17.82,3590.0,3.9,3798.0,46.0,0,0
P04285,Samsung Galaxy S23,Electronics,Samsung,77409.0,75154.0,83659,75858,9.32,70231.0,3.1,2082.0,60.0,0,0
P04286,Nike Running Shoes,Fashion,Nike,3534.0,4333.0,4665,3877,16.89,4217.0,4.2,5756.0,82.0,0,1
P04287,LG Refrigerator,Appliances,LG,25728.0,26485.0,33428,27451,17.88,26563.0,3.7,4590.0,95.0,0,0
P04288,iPhone 13,Electronics,Apple,54724.0,54750.0,63075,53099,15.82,53334.0,4.2,1391.0,88.0,0,0
P04289,iPhone 13,Electronics,Apple,45290.0,45474.0,55430,50193,9.45,52886.0,3.1,5513.0,226.0,0,0
P04290,Dell Inspiron Laptop,Electronics,Dell,41197.0,,61445,49448,19.52,55314.0,4.3,2528.0,112.0,0,0
P04291,Boat Smart Watch,Electronics,Boat,8494.0,8175.0,9336,7895,15.43,8304.0,4.7,1319.0,99.0,0,0
P04292,LG Refrigerator,Appliances,LG,,19894.0,25242,18612,26.27,19171.0,3.2,116.0,215.0,1,0
P04293,Whirlpool Washing Machine,Appliances,Whirlpool,39256.0,39552.0,45331,38772,14.47,40682.0,3.2,441.0,75.0,0,0
P04294,Puma Casual T-Shirt,Fashion,Puma,2390.0,2677.0,3120,2479,20.54,2379.0,3.4,415.0,187.0,0,0
P04295,Adidas Sneakers,Fashion,Adidas,4170.0,4071.0,4762,3899,18.12,3872.0,3.9,3977.0,5.0,0,0
P04296,Ikea Wooden Dining Table,Furniture,Ikea,14522.0,15397.0,17702,16142,8.81,16046.0,3.1,2403.0,192.0,1,0
P04297,iPhone 13,Electronics,Apple,53058.0,56757.0,63364,53344,15.81,55598.0,3.0,4093.0,68.0,0,0
P04298,iPhone 14,Electronics,Apple,71187.0,65405.0,81309,70206,13.66,64944.0,4.1,19.0,142.0,1,0
P04299,Whirlpool Washing Machine,Appliances,Whirlpool,33000.0,32544.0,34176,27976,18.14,30914.0,3.8,2647.0,163.0,1,0
P04300,iPhone 13,Electronics,Apple,66977.0,64981.0,71868,64400,10.39,61119.0,3.6,359.0,156.0,0,0
P04301,iPhone 14,Electronics,Apple,65228.0,63691.0,75462,60674,19.6,63056.0,3.3,2679.0,25.0,0,0
P04302,Whirlpool Washing Machine,Appliances,Whirlpool,35835.0,35384.0,40042,33202,17.08,36536.0,2.8,356.0,76.0,0,0
P04303,iPhone 13,Electronics,Apple,47139.0,51536.0,56259,49964,11.19,51432.0,4.3,207.0,177.0,0,0
P04304,Boat Smart Watch,Electronics,Boat,6252.0,6819.0,9833,7298,25.78,7153.0,3.6,344.0,130.0,0,0
P04305,Whirlpool Washing Machine,Appliances,Whirlpool,17446.0,18136.0,21089,17968,14.8,17648.0,4.8,3992.0,150.0,0,0
P04306,Dell Inspiron Laptop,Electronics,Dell,52063.0,54681.0,68046,54673,19.65,52137.0,2.8,3314.0,17.0,0,1
P04307,Ikea Wooden Dining Table,Furniture,Ikea,26393.0,26962.0,31055,27313,12.05,25278.0,3.5,6381.0,41.0,0,0
P04308,Boat Smart Watch,Electronics,Boat,5514.0,5313.0,5870,5347,8.91,5050.0,4.5,2602.0,140.0,0,0
P04309,Nike Running Shoes,Fashion,Nike,2579.0,2782.0,3066,2661,13.21,2784.0,4.6,1199.0,141.0,0,0
P04310,Nike Running Shoes,Fashion,Nike,,6854.0,8039,6836,14.96,7399.0,4.1,2536.0,232.0,0,0
P04311,iPhone 13,Electronics,Apple,56963.0,56016.0,67107,53839,19.77,54635.0,3.1,3525.0,3.0,1,0
P04312,Godrej Office Chair,Furniture,Godrej,8949.0,10421.0,9958,8886,10.77,9887.0,4.1,348.0,246.0,0,0
P04313,JBL Bluetooth Speaker,Electronics,JBL,12518.0,12404.0,13449,11919,11.38,12932.0,4.3,4804.0,50.0,0,0
P04314,Ikea Wooden Dining Table,Furniture,Ikea,49473.0,43317.0,46367,39071,15.74,41269.0,3.3,4199.0,178.0,0,0
P04315,Dell Inspiron Laptop,Electronics,Dell,69694.0,59131.0,79453,55383,30.29,55597.0,4.3,133.0,29.0,1,1
P04316,JBL Bluetooth Speaker,Electronics,JBL,7527.0,7880.0,8454,7689,9.05,7112.0,4.3,4366.0,208.0,0,0
P04317,Dell Inspiron Laptop,Electronics,Dell,60277.0,,69705,62406,10.47,61090.0,3.8,1664.0,229.0,0,0
P04318,Dell Inspiron Laptop,Electronics,Dell,63012.0,59781.0,75712,62740,17.13,66320.0,3.6,2272.0,48.0,0,0
P04319,Voltas Air Conditioner,Appliances,Voltas,35404.0,37558.0,41046,37156,9.48,38315.0,3.1,3653.0,,0,0
P04320,Whirlpool Washing Machine,Appliances,Whirlpool,27330.0,25755.0,29568,26284,11.11,28156.0,4.9,,157.0,0,1
P04321,Adidas Sneakers,Fashion,Adidas,5478.0,6616.0,7826,5562,28.93,5948.0,4.5,2708.0,188.0,1,1
P04322,Nike Running Shoes,Fashion,Nike,3742.0,3696.0,4899,3881,20.78,4022.0,3.9,5583.0,167.0,0,0
P04323,Adidas Sneakers,Fashion,Adidas,8466.0,9820.0,10024,7573,24.45,,4.0,131.0,135.0,1,1
P04324,Dell Inspiron Laptop,Electronics,Dell,41682.0,46615.0,57737,43441,24.76,41041.0,4.7,988.0,164.0,1,0
P04325,Samsung Galaxy S23,Electronics,Samsung,70278.0,73345.0,83844,71596,14.61,79203.0,4.0,1664.0,31.0,0,0
P04326,Whirlpool Washing Machine,Appliances,Whirlpool,23005.0,20091.0,20847,17272,17.15,18223.0,3.1,756.0,112.0,1,0
P04327,iPhone 13,Electronics,Apple,61840.0,67444.0,72349,64704,10.57,66582.0,4.1,3384.0,248.0,1,0
P04328,Nike Running Shoes,Fashion,Nike,7069.0,6854.0,7426,6798,8.46,6366.0,2.8,4528.0,28.0,0,0
P04329,iPhone 14,Electronics,Apple,57083.0,59931.0,70515,59121,16.16,56038.0,4.3,196.0,10.0,0,0
P04330,Puma Casual T-Shirt,Fashion,Puma,1204.0,1266.0,1473,1035,29.74,1095.0,3.3,500.0,152.0,1,1
P04331,Voltas Air Conditioner,Appliances,Voltas,40295.0,44056.0,50010,40792,18.43,38272.0,3.1,681.0,9.0,1,1
P04332,Voltas Air Conditioner,Appliances,Voltas,53741.0,64495.0,72599,55258,23.89,54876.0,4.3,3935.0,30.0,0,0
P04333,Samsung Galaxy S23,Electronics,Samsung,73975.0,77095.0,87547,74081,15.38,69165.0,3.1,2955.0,223.0,0,0
P04334,Nike Running Shoes,Fashion,Nike,2620.0,2839.0,4184,3329,20.43,3617.0,4.6,1194.0,,0,0
P04335,JBL Bluetooth Speaker,Electronics,JBL,3080.0,2895.0,3276,2880,12.09,3159.0,4.0,363.0,152.0,0,0
P04336,Godrej Office Chair,Furniture,Godrej,4772.0,4466.0,4807,3836,20.2,3718.0,3.5,4728.0,81.0,0,1
P04337,Adidas Sneakers,Fashion,Adidas,3792.0,4569.0,5326,3957,25.7,3993.0,4.6,552.0,120.0,1,0
P04338,LG Refrigerator,Appliances,LG,48159.0,49570.0,56033,48945,12.65,45268.0,3.8,111.0,141.0,0,0
P04339,HP Pavilion Laptop,Electronics,HP,55996.0,52159.0,64432,50454,21.69,53555.0,3.2,989.0,113.0,0,0
P04340,Samsung TV 55 inch,Electronics,Samsung,66361.0,67944.0,89319,73358,17.87,78821.0,3.8,4925.0,210.0,0,0
P04341,iPhone 14,Electronics,Apple,62866.0,66750.0,80184,63982,20.21,60106.0,3.0,5391.0,89.0,0,0
P04342,Godrej Office Chair,Furniture,Godrej,8010.0,8092.0,9997,8108,18.9,7476.0,3.9,125.0,18.0,0,1
P04343,JBL Bluetooth Speaker,Electronics,JBL,3693.0,3386.0,4303,3498,18.71,3252.0,4.0,5913.0,125.0,0,0
P04344,Nike Running Shoes,Fashion,Nike,4700.0,4733.0,5461,4537,16.92,4202.0,2.9,5399.0,233.0,0,0
P04345,iPhone 13,Electronics,Apple,63695.0,57278.0,72086,61439,14.77,61742.0,3.8,2747.0,99.0,0,0
P04346,Godrej Office Chair,Furniture,Godrej,11669.0,11547.0,14566,12026,17.44,11245.0,4.4,360.0,225.0,0,0
P04347,LG Refrigerator,Appliances,LG,20079.0,19867.0,24245,20327,16.16,19418.0,4.8,2502.0,15.0,0,0
P04348,Dell Inspiron Laptop,Electronics,Dell,46855.0,50229.0,61054,50019,18.07,54220.0,3.1,3576.0,217.0,0,0
P04349,Whirlpool Washing Machine,Appliances,Whirlpool,32885.0,35352.0,46474,37306,19.73,35815.0,4.6,2273.0,74.0,0,0
P04350,Puma Casual T-Shirt,Fashion,Puma,1858.0,2017.0,2258,1821,19.35,1677.0,3.2,1433.0,33.0,1,0
P04351,Samsung Galaxy S23,Electronics,Samsung,63740.0,62220.0,66513,61237,7.93,64156.0,3.7,1564.0,34.0,0,0
P04352,Dell Inspiron Laptop,Electronics,Dell,52690.0,46793.0,57366,42342,26.19,41652.0,3.4,151.0,,0,1
P04353,Ikea Wooden Dining Table,Furniture,Ikea,12658.0,12209.0,14593,12274,15.89,11736.0,4.7,681.0,169.0,0,0
P04354,Ikea Wooden Dining Table,Furniture,Ikea,53002.0,50458.0,54519,41279,24.29,44118.0,4.5,4028.0,5.0,1,1
P04355,Boat Smart Watch,Electronics,Boat,4915.0,5168.0,6238,5122,17.89,,2.9,1667.0,58.0,1,0
P04356,Whirlpool Washing Machine,Appliances,Whirlpool,32639.0,32876.0,42872,33501,21.86,31034.0,3.5,3503.0,52.0,0,0
P04357,Adidas Sneakers,Fashion,Adidas,7006.0,7976.0,8930,6479,27.45,6503.0,4.4,5852.0,19.0,1,0
P04358,HP Pavilion Laptop,Electronics,HP,52208.0,51102.0,57811,53112,8.13,55306.0,4.2,5055.0,10.0,0,0
P04359,Puma Casual T-Shirt,Fashion,Puma,1776.0,,2319,1828,21.17,1959.0,4.2,5795.0,215.0,0,0
P04360,LG Refrigerator,Appliances,LG,48107.0,57574.0,63707,44979,29.4,43285.0,4.7,4822.0,174.0,1,1
P04361,Ikea Wooden Dining Table,Furniture,Ikea,48100.0,41445.0,43528,37913,12.9,37591.0,2.9,1019.0,121.0,0,0
P04362,Samsung TV 55 inch,Electronics,Samsung,67102.0,55802.0,69131,52551,23.98,55885.0,4.3,1511.0,242.0,0,0
P04363,iPhone 14,Electronics,Apple,88611.0,85035.0,99780,69515,30.33,77160.0,3.1,4693.0,51.0,1,1
P04364,iPhone 14,Electronics,Apple,66787.0,66897.0,67075,60025,10.51,56368.0,3.2,6264.0,220.0,0,0
P04365,Puma Casual T-Shirt,Fashion,Puma,1953.0,1642.0,2377,1892,20.4,1971.0,3.8,4782.0,154.0,0,0
P04366,Voltas Air Conditioner,Appliances,Voltas,36163.0,34890.0,42630,34880,18.18,32844.0,3.6,247.0,133.0,0,0
P04367,Ikea Wooden Dining Table,Furniture,Ikea,27055.0,,35170,27892,20.69,29477.0,3.4,4131.0,102.0,0,0
P04368,LG Refrigerator,Appliances,LG,62015.0,60192.0,69600,59825,14.04,59101.0,3.1,321.0,86.0,0,0
P04369,JBL Bluetooth Speaker,Electronics,JBL,4048.0,4544.0,4476,3498,21.85,3698.0,3.9,3946.0,56.0,1,1
P04370,Godrej Office Chair,Furniture,Godrej,5547.0,5634.0,5689,4814,15.38,5062.0,3.3,5024.0,173.0,1,0
P04371,Samsung Galaxy S23,Electronics,Samsung,52688.0,50646.0,58456,50136,14.23,54825.0,3.0,118.0,122.0,0,0
P04372,Dell Inspiron Laptop,Electronics,Dell,74614.0,63767.0,68545,57196,16.56,60862.0,3.1,709.0,156.0,1,0
P04373,Puma Casual T-Shirt,Fashion,Puma,2234.0,2146.0,2499,1863,25.45,1772.0,4.8,1377.0,138.0,1,0
P04374,Puma Casual T-Shirt,Fashion,Puma,2265.0,2126.0,2327,2087,10.31,1924.0,2.8,5013.0,69.0,0,0
P04375,Ikea Wooden Dining Table,Furniture,Ikea,17591.0,18053.0,21428,17229,19.6,16509.0,2.9,3136.0,180.0,0,0
P04376,Dell Inspiron Laptop,Electronics,Dell,47858.0,48227.0,53919,47846,11.26,46898.0,4.0,6018.0,152.0,0,0
P04377,Voltas Air Conditioner,Appliances,Voltas,51125.0,47950.0,58453,47566,18.63,48943.0,3.8,602.0,138.0,0,0
P04378,Samsung Galaxy S23,Electronics,Samsung,55769.0,54558.0,56415,52015,7.8,51371.0,4.8,5449.0,188.0,1,0
P04379,Samsung Galaxy S23,Electronics,Samsung,73167.0,71814.0,81060,70694,12.79,65712.0,3.9,,193.0,0,0
P04380,Dell Inspiron Laptop,Electronics,Dell,56971.0,62003.0,65379,55579,14.99,58619.0,4.4,2543.0,223.0,1,0
P04381,Voltas Air Conditioner,Appliances,Voltas,41280.0,51319.0,72766,52812,27.42,,4.7,3758.0,177.0,0,0
P04382,JBL Bluetooth Speaker,Electronics,JBL,11754.0,12370.0,13059,11458,12.26,11431.0,3.3,5483.0,125.0,0,0
P04383,iPhone 13,Electronics,Apple,69728.0,63649.0,68413,62849,8.13,60229.0,4.0,1910.0,168.0,0,0
P04384,iPhone 13,Electronics,Apple,52385.0,53695.0,70579,55840,20.88,60552.0,4.1,2828.0,29.0,0,0
P04385,Godrej Office Chair,Furniture,Godrej,4236.0,4237.0,5420,4387,19.06,4164.0,3.5,2792.0,200.0,0,0
P04386,Samsung Galaxy S23,Electronics,Samsung,66747.0,66815.0,76942,59490,22.68,66023.0,3.5,446.0,91.0,0,1
P04387,LG Refrigerator,Appliances,LG,40950.0,37076.0,44587,39051,12.42,37959.0,4.9,2743.0,63.0,1,0
P04388,Samsung Galaxy S23,Electronics,Samsung,47859.0,48102.0,58621,51635,11.92,54393.0,4.4,5306.0,60.0,0,0
P04389,iPhone 13,Electronics,Apple,47863.0,,60848,48212,20.77,49230.0,4.8,2448.0,167.0,0,0
P04390,Nike Running Shoes,Fashion,Nike,,3378.0,4756,3774,20.65,3740.0,4.6,4208.0,138.0,0,0
P04391,Boat Smart Watch,Electronics,Boat,4753.0,4661.0,5343,4760,10.91,4407.0,3.6,4006.0,39.0,0,0
P04392,Dell Inspiron Laptop,Electronics,Dell,55062.0,52336.0,62970,52379,16.82,53548.0,3.6,5371.0,242.0,1,0
P04393,HP Pavilion Laptop,Electronics,HP,49547.0,44391.0,63230,48324,23.57,46725.0,3.0,3727.0,220.0,0,0
P04394,iPhone 13,Electronics,Apple,73664.0,67369.0,72346,64455,10.91,59684.0,3.4,5770.0,224.0,0,0
P04395,Samsung Galaxy S23,Electronics,Samsung,65888.0,,73986,61123,17.39,63628.0,3.4,2620.0,49.0,1,1
P04396,iPhone 14,Electronics,Apple,91501.0,83984.0,95552,74043,22.51,76080.0,3.2,973.0,140.0,0,0
P04397,Ikea Wooden Dining Table,Furniture,Ikea,19334.0,19597.0,23777,21456,9.76,23209.0,4.9,5217.0,113.0,0,0
P04398,Whirlpool Washing Machine,Appliances,Whirlpool,24906.0,23274.0,29094,23622,18.81,22307.0,3.8,4335.0,137.0,0,0
P04399,Samsung Galaxy S23,Electronics,Samsung,58404.0,64024.0,76671,64544,15.82,70321.0,2.8,2763.0,192.0,0,0
P04400,Whirlpool Washing Machine,Appliances,Whirlpool,19025.0,17252.0,21130,17813,15.7,19285.0,4.4,3359.0,109.0,0,0
P04401,HP Pavilion Laptop,Electronics,HP,75306.0,70960.0,84385,70530,16.42,73644.0,4.8,5723.0,46.0,0,0
P04402,iPhone 14,Electronics,Apple,69045.0,65732.0,78961,64422,18.41,70051.0,3.8,919.0,232.0,0,0
P04403,Nike Running Shoes,Fashion,Nike,5267.0,5592.0,6023,5440,9.68,5101.0,3.5,3366.0,39.0,0,0
P04404,Dell Inspiron Laptop,Electronics,Dell,65297.0,59646.0,79933,64953,18.74,67770.0,3.3,309.0,8.0,0,0
P04405,Godrej Office Chair,Furniture,Godrej,14630.0,15254.0,16435,15164,7.73,16804.0,3.1,1060.0,129.0,0,0
